validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dciodvfy,034aa847188a,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-109.362060546875> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,0a2823e3c4d8,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-102.888793945312> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,0fda99ab4c12,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-141.469970703125> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,3331ee90db85,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-59.1793823242188> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,344131e0fe24,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-143.366333007812> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,62ff90158358,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-92.1058959960938> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,68d802fb4e8c,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-142.962646484375> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,8fee6d972261,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-182.543884277344> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b21412b65b52,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-134.732666015625> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b3c48615b663,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-92.7723999023438> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,c2e195364581,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-129.831176757812> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,c701bfcbc0bc,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-136.494018554688> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,ec19c1fc78ac,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-108.705200195312> - Length invalid for this VR = 17, expected <= 16",Error,2,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,008a737a4b58,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-14.0890502929688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
